GeneSymbol	Description	Organism	Chromosome	Locus	TCGA-AF-2691-01A.41	TCGA-AF-2692-01A.41	TCGA-AF-3400-01A.41	TCGA-AF-3913-01A.12	TCGA-AG-3574-01A.22	TCGA-AG-3580-01A.22	TCGA-AG-3584-01A.22	TCGA-AG-3593-01A.22	TCGA-AG-3594-01A.12	TCGA-AG-4007-01A.22	TCGA-AG-A002-01A.23	TCGA-AG-A008-01A.23	TCGA-AG-A00C-01A.23	TCGA-AG-A00H-01A.22	TCGA-AG-A00H-01A.31	TCGA-AG-A00Y-01A.12	TCGA-AG-A011-01A.32	TCGA-AG-A014-01A.12	TCGA-AG-A015-01A.51	TCGA-AG-A016-01A.23	TCGA-AG-A01J-01A.22	TCGA-AG-A01L-01A.22	TCGA-AG-A01N-01A.23	TCGA-AG-A01W-01A.23	TCGA-AG-A01Y-01A.43	TCGA-AG-A020-01A.23	TCGA-AG-A026-01A.71	TCGA-AG-A02N-01A.31	TCGA-AG-A02X-01A.32	TCGA-AG-A032-01A.31	TCGA-AG-A036-01A.22
TBC1D2	TBC1 domain family, member 2	Homo sapiens	9	9q22.33	3	1	4	0	1	0	4	0	3	1	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1
TBC1D22A	TBC1 domain family, member 22A	Homo sapiens	22	22q13.3	0	0	0	0	1	0	0	0	0	1	0	1	2	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1
TBC1D23	TBC1 domain family, member 23	Homo sapiens	3	3q12.2	0	1	0	3	1	0	0	2	0	0	0	2	1	1	1	4	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0
TBC1D24	TBC1 domain family, member 24	Homo sapiens	16	16p13.3	2	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	3	0	1	1	0	3	0	3	0	0	1	0	0	2
TBC1D2B	TBC1 domain family, member 2B	Homo sapiens	15	15q24.3-q25.1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TBC1D4	TBC1 domain family, member 4	Homo sapiens	13	13q22.2	4	6	1	5	2	2	5	7	1	3	3	2	5	0	6	18	3	12	11	9	1	7	1	2	0	1	1	2	0	8	2
TBC1D5	TBC1 domain family, member 5	Homo sapiens	3	3p24.3	4	3	0	0	1	0	0	4	0	2	1	1	2	1	0	4	1	2	6	2	1	1	3	0	0	2	0	0	0	0	2
TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	Homo sapiens	5	5q35.3	1	4	0	1	2	2	3	3	1	3	2	2	3	2	1	4	2	2	3	2	4	4	4	1	0	2	2	3	1	3	3
TBCA	tubulin folding cofactor A	Homo sapiens	5	5q14.1	1	1	2	0	4	1	0	1	1	0	4	2	1	0	0	1	3	2	2	0	1	1	3	1	2	2	1	0	1	1	0
TBCB	tubulin folding cofactor B	Homo sapiens	19	19q13.11-q13.12	1	3	3	4	6	5	2	7	4	1	3	3	4	5	4	5	2	7	6	5	4	1	5	5	6	3	7	4	1	4	3
TBCC	tubulin folding cofactor C	Homo sapiens	6	6p21.1	0	1	1	0	0	1	2	0	2	1	2	1	1	1	2	2	1	2	1	1	1	0	1	0	0	1	1	1	0	0	1
TBCD	tubulin folding cofactor D	Homo sapiens	17	17q25.3	0	8	6	3	9	5	5	1	4	10	4	4	3	5	4	13	6	20	6	5	2	0	12	1	3	5	2	0	3	0	4
TBCE	tubulin folding cofactor E	Homo sapiens	1	1q42.3	1	2	2	0	0	2	4	3	0	1	1	1	2	0	4	4	1	3	4	1	0	0	5	0	2	0	1	0	0	0	3
TBCEL	tubulin folding cofactor E-like	Homo sapiens	11	11q23.3	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	2
TBK1	TANK-binding kinase 1	Homo sapiens	12	12q14.1	1	2	0	2	1	1	1	0	1	2	2	0	2	2	1	1	0	0	1	1	2	1	3	0	0	0	2	2	0	0	0
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	Homo sapiens	3	3q26.32	1	6	0	2	1	1	6	4	6	3	1	1	2	1	2	6	2	2	3	2	2	4	5	1	1	2	4	6	2	3	5
TBL2	transducin (beta)-like 2	Homo sapiens	7	7q11.23	4	10	8	15	10	10	15	7	8	7	8	4	6	7	11	9	9	13	9	12	6	7	14	6	3	8	10	9	4	8	6
TBL3	transducin (beta)-like 3	Homo sapiens	16	16p13.3	3	5	0	4	0	2	6	2	1	6	0	1	9	1	8	11	6	8	3	6	0	2	6	3	1	2	8	2	1	1	2
TBRG4	transforming growth factor beta regulator 4	Homo sapiens	7	7p13	5	6	1	5	3	9	5	2	2	4	2	4	6	0	5	2	7	8	10	7	2	7	4	6	0	6	8	2	1	4	5
TBXAS1	thromboxane A synthase 1 (platelet)	Homo sapiens	7	7q34-q35	2	2	3	3	3	2	3	3	8	4	2	7	4	6	4	6	4	2	13	2	2	7	5	5	1	9	3	3	1	8	5
TCEA1	transcription elongation factor A (SII), 1	Homo sapiens	8	8q11.2	2	3	3	2	4	3	9	2	6	3	3	5	2	5	7	19	5	5	12	5	7	4	12	4	5	2	11	10	0	3	6
TCEA3	transcription elongation factor A (SII), 3	Homo sapiens	1	1p36.12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
ELOC	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	Homo sapiens	8	8q21.11	1	8	1	6	12	3	9	4	9	1	2	4	1	8	8	10	3	8	7	4	7	6	6	3	7	6	10	3	0	5	6
ELOB	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	Homo sapiens	16	16p12.3	0	5	2	3	5	3	6	5	4	2	3	5	3	5	5	6	5	9	5	2	5	6	6	2	4	4	8	5	0	4	3
ELOA	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	Homo sapiens	1	1p36.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1	transcription elongation regulator 1	Homo sapiens	5	5q31	9	8	0	1	3	2	2	3	4	4	2	4	4	2	1	5	6	5	6	2	1	6	7	5	0	4	4	3	5	4	1
TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	Homo sapiens	11	11q13.2	0	1	0	0	0	0	0	0	0	0	3	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)	Homo sapiens	11	11q11-q12	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
TCOF1	Treacher Collins-Franceschetti syndrome 1	Homo sapiens	5	5q32	5	10	2	1	5	2	4	6	1	1	4	2	7	0	16	26	4	6	17	6	1	4	32	1	3	4	9	5	0	7	2
TCP1	t-complex 1	Homo sapiens	6	6q25.3-q26	24	55	18	57	49	54	36	48	54	29	40	48	28	49	61	79	37	52	53	27	43	42	41	34	29	39	54	36	26	39	37
TCP11L1	t-complex 11, testis-specific-like 1	Homo sapiens	11	11p13	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
TDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens	6	6p22.3-p22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0
TDRD7	tudor domain containing 7	Homo sapiens	9	9q22.33	0	1	1	0	0	0	1	0	2	0	1	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TDRD9	tudor domain containing 9	Homo sapiens	14	14q32.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TDRKH	tudor and KH domain containing	Homo sapiens	1	1q21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
TECR	trans-2,3-enoyl-CoA reductase	Homo sapiens	19	19p13.12	2	7	3	3	1	6	3	4	6	8	4	10	5	5	7	6	6	10	7	5	3	7	3	4	4	10	8	3	6	7	5
TEFM	transcription elongation factor, mitochondrial	Homo sapiens	17	-	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TELO2	telomere maintenance 2	Homo sapiens	16	16p13.3	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TNS2	tensin like C1 domain containing phosphatase (tensin 2)	Homo sapiens	12	12q13.13	0	3	0	0	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	0	5	0	0	1	0	0	3
TEP1	telomerase-associated protein 1	Homo sapiens	14	14q11.2	0	0	2	0	0	3	2	0	1	1	2	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
TERF2	telomeric repeat binding factor 2	Homo sapiens	16	16q22.1	2	1	0	0	0	1	2	0	1	1	0	0	1	0	0	2	1	3	3	2	0	0	3	0	0	1	0	0	0	2	1
TERF2IP	telomeric repeat binding factor 2, interacting protein	Homo sapiens	16	16q23.1	4	0	0	2	1	1	4	2	3	0	4	1	1	2	3	1	1	1	1	1	1	0	3	3	0	1	2	1	1	2	0
TES	testis derived transcript (3 LIM domains)	Homo sapiens	7	7q31.2	5	27	7	25	2	8	8	8	11	6	4	9	5	10	18	22	10	15	19	10	8	8	23	5	58	2	10	7	2	9	16
TESC	tescalcin	Homo sapiens	12	12q24.22	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TEX10	testis expressed 10	Homo sapiens	9	9q31.1	2	4	1	1	1	6	5	3	3	4	6	4	2	2	3	4	4	3	2	6	1	2	2	4	1	6	4	7	3	4	3
TEX264	testis expressed 264	Homo sapiens	3	3p21.31	0	4	1	2	2	1	1	2	2	4	1	2	4	0	3	3	2	3	2	1	1	0	2	1	1	3	2	3	1	1	1
TF	transferrin	Homo sapiens	3	3q22.1	34	151	448	187	38	161	152	112	156	50	109	125	66	173	115	194	123	178	100	73	232	108	89	112	149	110	115	93	43	94	115
TFAM	transcription factor A, mitochondrial	Homo sapiens	10	10q21	3	5	0	8	4	2	6	5	4	4	1	4	5	3	8	6	8	12	6	6	2	8	2	2	4	0	12	5	1	2	2
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	Homo sapiens	16	16p13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1
TFB1M	transcription factor B1, mitochondrial	Homo sapiens	6	6q25.1-q25.3	3	1	0	0	0	2	0	0	0	1	0	1	3	0	2	4	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0
TFB2M	transcription factor B2, mitochondrial	Homo sapiens	1	1q44	2	3	0	1	0	1	1	3	0	0	0	1	0	0	1	1	0	1	2	1	0	1	0	1	0	1	2	1	0	1	0
TFCP2	transcription factor CP2	Homo sapiens	12	12q13	2	8	2	2	1	5	4	7	7	1	2	2	6	3	6	7	3	2	9	7	3	2	3	4	0	5	6	6	0	5	7
TFCP2L1	transcription factor CP2-like 1	Homo sapiens	2	2q14	0	0	1	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TFF1	trefoil factor 1	Homo sapiens	21	21q22.3	0	1	3	0	0	0	0	0	2	0	0	6	0	0	5	3	2	0	6	0	0	3	2	0	0	1	3	0	0	0	0
TFF3	trefoil factor 3 (intestinal)	Homo sapiens	21	21q22.3	0	5	18	0	3	3	2	1	16	5	4	47	2	6	11	36	15	6	21	1	10	40	2	7	0	3	6	2	1	2	1
TFG	TRK-fused gene	Homo sapiens	3	3q12.2	2	9	1	11	8	3	8	6	7	0	4	10	3	3	8	10	2	5	6	4	5	5	3	4	6	5	7	7	1	2	2
TFRC	transferrin receptor	Homo sapiens	3	3q29	22	35	13	44	9	24	17	57	13	22	10	29	38	23	44	22	26	25	13	37	10	27	18	21	14	16	71	33	15	13	27
TGFB1I1	transforming growth factor beta 1 induced transcript 1	Homo sapiens	16	16p11.2	0	17	7	13	4	1	9	5	4	7	1	4	4	11	8	8	4	8	8	12	10	13	9	2	40	5	9	1	3	4	13
TGFBI	transforming growth factor, beta-induced, 68kDa	Homo sapiens	5	5q31	28	220	82	130	57	44	48	60	89	64	59	40	59	69	116	92	60	47	118	41	105	80	75	40	86	34	72	24	38	83	101
TGM2	transglutaminase 2	Homo sapiens	20	20q12	28	41	21	25	2	43	53	38	33	31	13	26	25	47	27	40	22	46	27	31	50	33	38	27	45	10	41	17	11	26	37
TGOLN2	trans-golgi network protein 2	Homo sapiens	2	2p11.2	1	1	0	1	1	1	3	0	3	1	0	1	2	0	5	3	1	2	2	1	1	1	1	5	0	0	2	0	0	2	1
THADA	thyroid adenoma associated	Homo sapiens	2	2p21	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
THAP4	THAP domain containing 4	Homo sapiens	2	2q37.3	0	0	0	0	0	1	2	3	2	0	1	1	0	0	4	0	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0
THBS1	thrombospondin 1	Homo sapiens	15	15q15	14	65	75	41	13	3	16	8	12	21	30	9	9	10	11	7	8	7	8	14	19	8	13	21	6	7	11	6	9	1	20
THBS2	thrombospondin 2	Homo sapiens	6	6q27	0	41	29	20	1	0	1	0	0	1	2	0	0	2	0	0	0	1	0	8	5	0	2	0	0	1	0	0	0	0	1
THBS4	thrombospondin 4	Homo sapiens	5	5q13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10
THEM4	thioesterase superfamily member 4	Homo sapiens	1	1q21	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
THEM6	thioesterase superfamily member 6	Homo sapiens	8	8q24.3	4	3	1	1	4	3	8	2	1	0	0	0	4	2	6	2	3	5	3	4	2	1	2	2	0	1	3	1	0	1	1
THEMIS2	thymocyte selection associated family member 2	Homo sapiens	1	1p35.3	0	0	0	1	0	0	0	0	3	1	0	0	0	5	2	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0
THNSL1	threonine synthase-like 1 (S. cerevisiae)	Homo sapiens	10	10p12.1	0	1	0	0	0	0	2	1	0	0	0	0	2	0	2	2	0	2	1	3	1	0	3	0	0	0	3	0	0	0	2
THOC1	THO complex 1	Homo sapiens	18	18p11.32	0	2	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	2	0	0	0	1	1	0	0	0
THOC2	THO complex 2	Homo sapiens	X	Xq25-q26.3	4	5	1	0	0	1	5	3	3	5	0	2	3	1	3	3	1	4	3	5	0	3	4	2	0	3	6	2	3	1	0
THOC3	THO complex 3	Homo sapiens	5	5q35.2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0
THOC5	THO complex 5	Homo sapiens	22	22q12.2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
THOC6	THO complex 6 homolog (Drosophila)	Homo sapiens	16	16p13.3	5	6	3	3	1	1	5	4	5	3	0	0	2	2	3	6	5	5	1	3	1	2	6	1	3	2	7	5	2	4	3
THOP1	thimet oligopeptidase 1	Homo sapiens	19	19p13.3	0	6	2	6	2	6	6	4	5	7	2	4	8	6	3	6	6	3	5	3	4	6	2	4	1	6	7	5	5	6	6
THRAP3	thyroid hormone receptor associated protein 3	Homo sapiens	1	1p34.3	5	15	2	12	9	13	10	8	10	3	10	11	9	4	11	14	12	14	16	8	6	4	12	8	4	4	10	15	3	10	3
THSD4	thrombospondin, type I, domain containing 4	Homo sapiens	15	15q23	0	1	0	8	1	0	2	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	2
THUMPD1	THUMP domain containing 1	Homo sapiens	16	16p12.3	0	3	0	2	6	4	3	3	4	2	5	4	2	5	5	7	5	3	7	2	3	3	7	3	1	4	4	2	2	2	3
THUMPD3	THUMP domain containing 3	Homo sapiens	3	3p25.3	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0
THY1	Thy-1 cell surface antigen	Homo sapiens	11	11q23.3	4	19	7	15	2	11	15	13	11	12	4	8	8	17	15	12	12	10	11	18	23	11	14	7	9	7	9	2	7	9	19
THYN1	thymocyte nuclear protein 1	Homo sapiens	11	11q25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0
TIA1	TIA1 cytotoxic granule-associated RNA binding protein	Homo sapiens	2	2p13	0	2	0	1	0	0	1	1	0	2	0	0	0	0	0	0	1	1	2	2	0	0	2	0	0	0	1	0	0	1	1
TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	Homo sapiens	10	10q	1	2	1	0	1	1	1	1	1	2	0	1	1	2	2	3	1	2	2	1	1	3	1	1	1	2	3	2	1	1	1
TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	Homo sapiens	11	11q12.1-q12.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	Homo sapiens	19	19p13.3	2	10	5	11	4	3	5	7	7	4	3	5	4	3	9	12	4	7	6	2	6	6	10	4	3	2	14	3	2	2	3
TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	Homo sapiens	X	Xp11.23	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0
TIMM21	translocase of inner mitochondrial membrane 21 homolog (yeast)	Homo sapiens	18	18q22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	Homo sapiens	10	10q11.23	0	2	0	2	1	2	3	3	1	0	2	1	1	1	2	3	1	1	2	1	2	1	1	1	0	1	3	1	0	1	0
TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	Homo sapiens	19	19p13.3-p13.2	13	9	8	10	4	8	11	12	8	11	6	8	8	5	13	11	7	6	9	13	5	7	7	9	4	6	18	13	6	4	8
TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	Homo sapiens	19	19q13.2	7	9	8	8	5	11	9	11	6	10	6	6	9	7	9	9	6	14	10	14	4	5	6	6	7	5	17	11	5	11	7
TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	Homo sapiens	X	Xq22.1	1	0	2	0	6	0	0	0	0	1	0	3	6	2	2	2	3	4	1	3	1	6	2	3	1	2	4	1	1	0	1
TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	Homo sapiens	11	11q23.1-q23.2	0	0	0	0	2	0	0	0	0	0	0	3	1	2	1	2	2	1	2	1	0	2	3	1	0	1	2	0	0	0	1
TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	Homo sapiens	14	14q21	0	0	1	0	3	0	0	0	1	0	0	2	2	1	1	4	1	3	2	1	1	2	4	0	1	1	1	0	0	0	1
TIMP1	TIMP metallopeptidase inhibitor 1	Homo sapiens	X	Xp11.3-p11.23	0	5	11	4	3	0	2	1	2	0	1	4	0	4	1	1	0	0	3	1	4	1	0	0	2	0	1	0	0	2	2
TIMP3	TIMP metallopeptidase inhibitor 3	Homo sapiens	22	22q12.3	0	1	3	5	2	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	3
TINAGL1	tubulointerstitial nephritis antigen-like 1	Homo sapiens	1	1p35.2	6	6	0	10	1	6	3	3	6	6	6	4	5	7	5	5	4	2	5	1	15	12	4	1	15	1	8	1	2	6	7
TIPRL	TOR signaling pathway regulator	Homo sapiens	1	1q23.2	0	3	1	1	1	1	2	1	3	1	1	1	0	1	2	2	1	1	4	0	0	1	0	1	2	2	4	1	0	1	0
TJAP1	tight junction associated protein 1 (peripheral)	Homo sapiens	6	6p21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TJP1	tight junction protein 1	Homo sapiens	15	15q13	4	6	9	4	7	6	4	2	3	3	3	2	5	4	3	4	2	7	11	4	2	8	8	5	3	7	2	11	4	3	5
TJP2	tight junction protein 2	Homo sapiens	9	9q13-q21	6	13	10	14	3	6	6	4	10	4	7	13	8	5	11	15	6	9	8	5	3	7	2	5	0	11	8	12	2	10	4
TJP3	tight junction protein 3	Homo sapiens	19	19p13.3	0	2	2	2	0	2	0	1	2	2	2	1	1	0	6	4	0	1	4	0	0	1	1	0	1	0	1	1	0	0	0
TK1	thymidine kinase 1, soluble	Homo sapiens	17	17q23.2-q25.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
TKT	transketolase	Homo sapiens	3	3p14.3	41	64	59	75	77	59	53	82	75	45	55	77	56	99	101	88	78	104	44	62	79	59	83	51	58	49	50	84	34	55	59
TKTL1	transketolase-like 1	Homo sapiens	X	Xq28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEAK7	TBC/LysM-associated domain containing 1	Homo sapiens	16	16q24.1	1	4	0	2	1	1	0	0	1	1	0	0	0	1	1	1	0	2	1	0	0	1	1	1	0	0	1	0	0	0	0
TLE3	transducin-like enhancer of split 3	Homo sapiens	15	15q22	1	1	0	1	1	1	2	0	1	1	0	0	0	1	1	3	1	0	2	1	1	1	5	1	0	2	3	0	0	1	0
TLN1	talin 1	Homo sapiens	9	9p13	85	270	162	261	182	137	224	172	226	136	118	111	83	245	202	223	141	169	161	135	231	125	189	118	513	111	152	114	98	102	237
TLN2	talin 2	Homo sapiens	15	15q15-q21	2	17	2	6	6	0	10	2	7	9	1	0	3	5	6	15	8	15	7	12	19	7	23	3	10	0	6	5	1	0	11
TLR2	toll-like receptor 2	Homo sapiens	4	4q32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TM9SF1	transmembrane 9 superfamily member 1	Homo sapiens	14	14q11.2	4	3	1	2	2	1	3	3	6	3	3	3	2	1	4	5	2	3	7	2	3	4	3	3	1	1	3	2	2	0	1
TM9SF2	transmembrane 9 superfamily member 2	Homo sapiens	13	13q32.3	12	14	12	22	13	12	14	14	15	14	9	13	14	16	23	32	17	11	23	10	9	16	2	12	1	14	18	5	4	17	10
TM9SF3	transmembrane 9 superfamily member 3	Homo sapiens	10	10q24.1	3	3	5	1	4	5	2	4	4	2	2	8	2	6	5	3	6	8	7	1	1	5	3	3	0	3	3	6	2	2	3
TM9SF4	transmembrane 9 superfamily protein member 4	Homo sapiens	20	20q11.21	9	7	6	9	2	10	18	12	11	4	3	6	4	10	23	20	3	5	9	1	9	7	13	4	1	5	16	2	4	7	3
TMA7	translation machinery associated 7 homolog (S. cerevisiae)	Homo sapiens	3	3p21.31	3	1	0	1	2	1	1	2	2	2	0	0	2	0	3	3	1	1	3	3	1	0	2	1	0	3	5	1	0	1	3
TMBIM6	transmembrane BAX inhibitor motif containing 6	Homo sapiens	12	12q13.12	1	1	1	0	1	0	0	0	2	0	0	0	1	0	1	1	1	1	5	1	1	1	0	0	0	0	1	2	0	0	1
TMC4	transmembrane channel-like 4	Homo sapiens	19	19q13.42	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO1	transmembrane and coiled-coil domains 1	Homo sapiens	1	1q22-q25	10	3	3	4	2	5	6	8	5	5	4	3	4	4	4	3	2	6	6	6	3	4	4	3	1	8	7	5	5	6	3
TMED1	transmembrane emp24 protein transport domain containing 1	Homo sapiens	19	19p13.2	1	3	1	1	2	2	1	2	2	2	2	2	0	2	2	2	2	2	1	3	1	2	1	1	0	1	2	1	1	1	1
TMED10	transmembrane emp24-like trafficking protein 10 (yeast)	Homo sapiens	14	14q24.3	8	27	15	17	24	17	23	17	28	9	28	19	7	23	28	22	16	15	27	7	20	14	11	12	9	12	17	15	4	15	6
TMED2	transmembrane emp24 domain trafficking protein 2	Homo sapiens	12	12q24.31	4	10	3	7	11	4	4	4	8	5	2	3	1	6	7	7	2	1	9	1	4	1	0	4	4	1	7	2	2	5	0
TMED3	transmembrane emp24 protein transport domain containing 3	Homo sapiens	15	15q24-q25	0	0	1	0	1	1	2	0	2	0	0	2	0	1	1	2	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0
TMED4	transmembrane emp24 protein transport domain containing 4	Homo sapiens	7	7p13	5	3	7	4	2	5	8	3	6	4	5	3	4	2	4	3	3	6	4	3	4	4	4	2	2	4	4	4	3	3	3
TMED5	transmembrane emp24 protein transport domain containing 5	Homo sapiens	1	1p22.1	3	4	1	5	5	5	8	3	10	2	3	5	3	2	7	7	2	3	4	2	2	5	3	2	3	2	5	4	1	3	2
TMED7	transmembrane emp24 protein transport domain containing 7	Homo sapiens	5	5q22.3	4	10	6	6	8	7	8	5	8	3	8	9	6	9	8	8	4	3	13	3	7	8	6	9	2	7	3	3	0	6	2
TMED9	transmembrane emp24 protein transport domain containing 9	Homo sapiens	5	5q35.3	7	16	10	12	12	15	8	8	12	10	9	18	4	14	10	11	11	10	12	10	16	14	10	8	5	7	9	14	6	9	7
TMEM106B	transmembrane protein 106B	Homo sapiens	7	7p21.3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	2
TMEM109	transmembrane protein 109	Homo sapiens	11	11q12.2	3	4	0	4	4	4	6	7	5	3	6	4	4	4	6	7	3	3	5	4	8	5	7	4	1	4	5	2	2	4	6
TMEM11	transmembrane protein 11	Homo sapiens	17	17p11.2	0	2	1	0	2	0	1	0	0	2	1	2	1	1	1	1	1	2	1	3	2	0	1	1	1	2	0	2	2	0	1
TMEM119	transmembrane protein 119	Homo sapiens	12	12q23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1
TMEM126A	transmembrane protein 126A	Homo sapiens	11	11q14.1	1	0	0	1	0	0	0	0	0	2	0	1	1	1	2	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0
TMEM14C	transmembrane protein 14C	Homo sapiens	6	6p24.2	0	1	0	1	3	2	0	0	2	0	2	1	0	1	5	5	1	1	3	0	5	3	4	1	0	1	1	0	0	1	0
TMEM165	transmembrane protein 165	Homo sapiens	4	4q12	1	1	2	0	4	3	1	1	0	1	2	2	1	2	1	2	2	3	1	2	1	0	1	0	0	0	2	5	1	1	1
TMEM167A	transmembrane protein 167A	Homo sapiens	5	5q14.2	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0
STING1	transmembrane protein 173	Homo sapiens	5	5q31.2	8	2	0	1	1	1	0	1	0	0	2	3	2	2	0	0	0	2	0	0	5	3	2	3	1	0	3	1	1	1	4
